CanopyHeight,x_coord,y_coord
0.0103703703703704,669640,259855
0.19037037037037,673426,259507
0.571358024691358,669814,258115
0.204691358024691,670036,258805
0.452592592592593,673858,259171
0.584444444444444,669352,258541
0.0281481481481481,672772,259195
0.40641975308642,669796,259081
0.337283950617284,670924,258709
0.455061728395062,669454,258451
0.60962962962963,669202,259909
0.633333333333333,672316,259183
0.400987654320988,671878,259999
0.368148148148148,671638,259057
0.538024691358025,672724,259495
0.685679012345679,671416,259171
0.115555555555556,671962,258997
0.55283950617284,670222,259003
0.530123456790124,674122,258445
0.48641975308642,670390,258265
0.698024691358025,673648,259501
0.26,673264,259195
0.704197530864197,672406,258859
0.0074074074074074,671194,260023
0.0283950617283951,674722,259033
0.267654320987654,670126,258205
0.461234567901235,669316,259711
0.390123456790124,670132,259651
0.48962962962963,670594,258697
0.654320987654321,670564,259435
0.308888888888889,669202,258997
0.615308641975309,671050,259507
0.608395061728395,668926,259051
0.521975308641975,670426,258397
0.347654320987654,670120,258979
0.480740740740741,668956,259345
0.60962962962963,670384,259255
0.621728395061729,673246,259285
0.365925925925926,669064,259111
0.61358024691358,671752,258883
0.410864197530864,674446,259417
0.512098765432099,671140,259669
0.181481481481481,670210,259825
0.759259259259259,668968,259423
0.480740740740741,672562,259327
0.666913580246914,670894,258529
0.152345679012346,674596,259081
0.588148148148148,670024,258427
0.715061728395062,674218,259441
0.656543209876543,671800,260131
0.170123456790123,671680,259699
0.401234567901235,671638,259099
0.0111111111111111,670774,259975
0.524938271604938,671764,259123
0.615308641975309,673318,258493
0.491111111111111,669886,258841
0.589876543209876,672826,259021
0.559753086419753,669064,259657
0.260246913580247,669796,258865
0.593333333333333,673258,258937
0.431604938271605,670336,258667
0.535061728395062,671878,259699
0.737283950617284,673438,259189
0.159012345679012,671476,258565
0.543703703703704,673534,258463
0.346666666666667,670456,260107
0.222469135802469,673852,258649
0.47037037037037,674272,259387
0.61679012345679,669178,259915
0.268888888888889,671188,259753
0.459012345679012,673606,258313
0.655061728395062,669844,258739
0.569876543209877,668842,259399
0.319753086419753,671092,258607
0.563456790123457,671272,259513
0.436049382716049,673594,259489
0.157530864197531,673732,258709
0.351111111111111,669694,258517
0.36716049382716,671176,258997
0.460740740740741,670480,259993
0.363950617283951,670018,258127
0.645925925925926,672316,258847
0.284197530864198,670756,258715
0.709382716049383,670006,259993
0.742222222222222,671170,258661
0.206666666666667,673426,259207
0.549382716049383,670210,259627
0.629876543209877,669796,259621
0.513827160493827,674380,258499
0.252345679012346,670564,259771
0.447901234567901,674488,259327
0.578024691358025,673102,259435
0.0432098765432099,674050,259399
0.117283950617284,671536,258877
0.283703703703704,672856,258691
0.382469135802469,669652,258943
0.488641975308642,671908,259321
0.122716049382716,670132,258325
0.652098765432099,674566,259201
0.711851851851852,669130,259087
0.475308641975309,671146,259315
0.304444444444444,673924,258415
0.543456790123457,672916,259507
0.112592592592593,673642,258655
0.188641975308642,671818,259453
0.567901234567901,671206,260059
0.395308641975309,671044,259705
0.271851851851852,670882,259027
0.660493827160494,673222,259015
0.615555555555556,669166,259429
0.381975308641975,670000,259303
0.600740740740741,669718,259411
0.22320987654321,674068,258547
0.450123456790123,673048,259087
0.762962962962963,670840,258811
0.662469135802469,673252,259285
0.491851851851852,668752,259171
0.520987654320988,668824,259039
0.0177777777777778,674836,258691
0.425925925925926,673504,258889
0.147901234567901,669814,258097
0.582222222222222,670858,259555
0.547654320987654,668980,258667
0.205679012345679,668938,259381
0.10641975308642,674338,259471
0.0123456790123457,673408,258265
0.291851851851852,674470,258373
0.49283950617284,670708,259705
0.433827160493827,671740,260203
0.709382716049383,669436,258529
0.489382716049383,670234,258403
0.710123456790123,672928,259087
0.0012345679012345,671314,258571
0.713827160493827,670438,259465
0.496296296296296,670990,259657
0.494074074074074,671092,259363
0.384444444444444,671476,258493
0.636049382716049,672982,259123
0.0698765432098765,672580,259447
0.500740740740741,672874,259435
0.472098765432099,672556,259585
0.538765432098765,670678,258289
0.495555555555556,669934,259507
0.795555555555556,671284,258739
0.589135802469136,671998,259099
0.681975308641975,672394,258889
0.400493827160494,668986,259213
0.331358024691358,673942,259159
0.702222222222222,672292,259981
0.620493827160494,669970,258583
0.491604938271605,672430,259597
0.479259259259259,674224,258913
0.693827160493827,670990,258295
0.39037037037037,672796,259345
0.201728395061728,670996,258145
0.714814814814815,670078,259213
0.362962962962963,669040,259189
0.314074074074074,671290,259327
0.421481481481481,674392,259429
0.565679012345679,673534,259411
0.002716049382716,669622,259837
0.684444444444444,669424,259441
0.442469135802469,673474,258859
0.66962962962963,671692,259099
0.12320987654321,668812,259945
0.574074074074074,670426,258487
0.0679012345679012,670618,259969
0.559753086419753,669070,258355
0.0306172839506173,669154,259597
0.501975308641975,668992,258769
0.400740740740741,670060,259075
0.288888888888889,673582,258589
0.339259259259259,674212,258397
0.717037037037037,672412,260167
0.281728395061728,674878,258589
0.493827160493827,673090,259183
0.427901234567901,674020,259141
0.237283950617284,671164,259105
0.442716049382716,670240,258193
0.382716049382716,673750,258577
0.560740740740741,673066,258775
0.664938271604938,671608,259465
0.217777777777778,672046,260131
0.113333333333333,674674,259105
0.637777777777778,669736,259645
0.52716049382716,668962,258817
0.287901234567901,674128,258565
0.29283950617284,670144,259327
0.176543209876543,673072,258841
0.600740740740741,673612,259321
0.534814814814815,672214,258889
0.695555555555556,672280,259981
0.651851851851852,669874,259615
0.457777777777778,670420,258739
0.641728395061729,671476,258781
0.562469135802469,671260,259267
0.636543209876543,669478,258367
0.586666666666667,672220,258709
0.243950617283951,673144,259075
0.468395061728395,670516,259561
0.65037037037037,671830,259483
0.543703703703704,671860,259231
0.481975308641975,673918,258847
0.54,674260,258421
0.65037037037037,670144,259393
0.177037037037037,673108,258853
0.70641975308642,673318,259045
0.779506172839506,672526,259027
0.621234567901235,672616,259519
0.0266666666666667,672856,258649
0.436543209876543,670606,260035
0.0222222222222222,672076,259753
0.128148148148148,672592,258235
0.406172839506173,673810,259087
0.031358024691358,670000,258385
0.638518518518519,669862,258769
0.442222222222222,671584,259123
0.782469135802469,669586,258751
0.112098765432099,669022,259639
0.633086419753086,669754,259501
0.719012345679012,669106,258319
0.153827160493827,674044,258499
0.359753086419753,670264,258889
0.417283950617284,669220,259129
0.628641975308642,671914,259951
0.618518518518519,673078,259003
0.577283950617284,673624,259501
0.634320987654321,669868,259753
0.257777777777778,673126,258763
0.641728395061728,673096,259327
0.473086419753086,671710,260065
0.664691358024691,670042,260095
0.70320987654321,672334,258655
0.683950617283951,671224,258901
0.0308641975308642,672562,259435
0.754320987654321,669868,259123
0.30716049382716,674620,259441
0.515308641975309,670228,259651
0.633333333333333,673216,258751
0.452592592592593,669520,259555
0.332345679012346,674170,259189
0.525679012345679,669688,258295
0.231851851851852,668740,258385
0.599753086419753,670408,259603
0.609876543209876,670300,258727
0.0958024691358025,670084,258583
0.0353086419753086,672556,258241
0.708641975308642,672586,258883
0.68641975308642,674572,258985
0.281975308641975,674890,258619
0.271111111111111,671044,259393
