"fit","se.fit"
-0.843017631883608,3.37672099662818
-1.22080502665813,3.35197250509522
-1.60910814543927,3.32979194226967
-2.00804530323679,3.31019799697731
-2.41773481506048,3.29318949622965
-2.83829499592013,3.2787457835104
-3.26984416082554,3.26682744850611
-3.71250062478649,3.25737740491877
-4.16638270281275,3.25032230196264
-4.63160870991413,3.24557424515998
-5.1082969611004,3.24303279378088
-5.59656577138136,3.24258719621497
-6.09653345576682,3.24411882099442
-6.60831832926651,3.24750374014852
-7.13203870689026,3.25261542288204
-7.66781290364784,3.25932750086743
-8.21575923454907,3.26751657123226
-8.77599601460368,3.2770650090425
-9.3486415588215,3.28786376714856
-9.9338141822123,3.29981514712235
-10.5316321997859,3.31283553018144
-11.142213926552,3.3268580610574
-11.7656776775205,3.34183528039497
-12.4021417677011,3.35774170221809
-13.0517245121037,3.37457633209623
-13.7145252519215,3.39237183619612
-14.3904366446567,3.41125922136263
-15.0792243144414,3.43142684752991
-15.7806520344802,3.45306843958382
-16.4944835779775,3.47637795482777
-17.2204827181378,3.50154534719894
-17.9584132281656,3.52875258309115
-18.7080388812654,3.55816994952799
-19.4691234506417,3.58995269938393
-20.2414307094989,3.62423807864801
-21.0247244310415,3.66114277717093
-21.8187683884742,3.70076083708446
-22.6233263550011,3.74316204263381
-23.438162103827,3.78839080232533
-24.2630394081563,3.83646552009024
-25.0977220411935,3.88737843773477
-25.9419737761431,3.94109591740151
-26.7955583862094,3.99755912107921
-27.6582396445972,4.05668503510836
-28.5297813245107,4.11836778158102
-29.4099471991546,4.18248015566452
-30.2985010417333,4.24887532804337
-31.1952066254513,4.317388654499
-32.099827723513,4.38783953960472
-33.012128109123,4.46003330799888
-33.9318715554858,4.53376304410157
-34.8588218358058,4.60881136889813
-35.7927427232875,4.68495213005521
-36.7333979911353,4.76195198879742
-37.680551412554,4.83957189340492
-38.6339667607478,4.91756843474801
-39.5934078089213,4.99569508389865
-40.5586383302789,5.07370331556321
-41.5294220980251,5.15134362393219
-42.5055228853646,5.22836643963652
-43.4867044655016,5.30452295795158
-44.4727306116408,5.37956588931842
-45.4633650969865,5.45325014377307
-46.4583716947432,5.52533346109768
-47.4575141781157,5.59557699852604
-48.4605563203081,5.66374588773543
-49.4672618945251,5.72960977270633
-50.4773946739711,5.79294333988937
-51.4907184318506,5.85352685203591
-52.5069969413681,5.91114669706306
-53.5259939757281,5.96559596347243
-54.5474733081352,6.0166750541535
-55.5711987117936,6.06419235090464
-56.596933959908,6.10796494272458
-57.6244428256828,6.14781943188933
-58.6534890823226,6.18359283306192
-59.6838365030318,6.21513358221253
-60.7152488610148,6.24230267398324
-61.7474899294763,6.26497494834608
-62.7803234816206,6.2830405500022
-63.8135132906523,6.29640658698162
-64.8468231297759,6.30499901834263
-65.8800167721957,6.30876480474215
-66.9128379237113,6.30768972802398
-67.94477644636,6.30197719343815
-68.9751481091931,6.29197885070895
-70.0032652785802,6.27805996690283
-71.0284403208905,6.26059562952166
-72.0499856024938,6.23996958586202
-73.0672134897592,6.21657305132921
-74.0794363490565,6.19080345511195
-75.0859665467551,6.16306309396934
-76.0861164492242,6.13375766737547
-77.0791984228337,6.1032946701653
-78.0645248339527,6.07208162237176
-79.0414080489509,6.04052412035875
-80.0091604341978,6.00902369882632
-80.9670943560625,5.97797549992105
-81.9145221809149,5.94776575358021
-82.8507562751244,5.91876908231946
-83.7751090050602,5.89134565375815
-84.6868927370921,5.86583821493679
-85.5854198375893,5.84256905343261
-86.4700026729215,5.82183694079327
-87.339953609458,5.80391412313988
-88.1945850135684,5.78904343112986
-89.033209251622,5.77743558602004
-89.8551386899885,5.76926677963368
-90.6596856950372,5.76467660311053
-91.4461626331376,5.76376639219027
-92.2138818706592,5.76659804557281
-92.9621557739715,5.7731933581151
-93.6902967094439,5.7835338931086
-94.3976170434459,5.79756139876266
-95.0834291423471,5.81517875458951
-95.7470453725167,5.83625141497283
-96.3877781003244,5.86060930102163
-97.0049396921395,5.88804907884761
-97.5978425143317,5.91833675332058
-98.1657989332703,5.95121050144878
-98.7081213153248,5.98638366873541
-99.2241220268647,6.02354785480195
-99.7131134342594,6.06237602062944
-100.174407903878,6.10252555819511
-100.607317802091,6.1436412732663
-101.011155495267,6.18535824288304
-101.385233349776,6.22730451993274
-101.728863731987,6.26910366764796
-102.04135900827,6.31037711644385
-102.322031544994,6.35074634400667
-102.570193708528,6.389834886839
-102.785157865243,6.42727019755936
-102.966236381507,6.46268536723539
-103.11274162369,6.49572073605
-103.223985958162,6.52602541885152
-103.299281751292,6.55325877483528
-103.337941369449,6.57709185296662
-103.339277179003,6.59720884700797
-103.302601546323,6.61330859637127
-103.227226837779,6.62510617169422
-103.112465419741,6.63233458723992
-102.95767579306,6.63476025826064
-102.762899570583,6.63237249743797
-102.528700569592,6.62533700114312
-102.255655830763,6.6138442111862
-101.944342394771,6.59810312715298
-101.595337302295,6.57833924738867
-101.209217594009,6.55479270877107
-100.78656031059,6.52771658508482
-100.327942492715,6.4973753080936
-99.8339411810592,6.46404317905529
-99.3051334162993,6.4280029415613
-98.7420962391116,6.38954438932974
-98.1454066901724,6.34896298506732
-97.5156418101577,6.3065584688585
-96.8533786397442,6.26263343686213
-96.1591942196078,6.21749187351202
-95.433665590425,6.17143762303944
-94.6773697928721,6.12477278906156
-93.8908838676252,6.07779605429765
-93.0747848553608,6.03080091624781
-92.2296497967549,5.98407383893103
-91.356055732484,5.93789232552841
-90.4545797032243,5.8925229219609
-89.5257987496521,5.84821916694536
-88.5702899124436,5.80521950975413
-87.5886302322751,5.76374522252776
-86.5813967498229,5.72399833928216
-85.5491665057635,5.68615965839122
-84.4925165407727,5.65038684897376
-83.4120238955272,5.61681270393656
-82.308265610703,5.58554358312522
-81.1818187269765,5.5566580888896
-80.033260285024,5.53020601326091
-78.8631673255217,5.50620759087738
-77.672116889146,5.48465308494254
-76.460686016573,5.46550272516307
-75.2294517484791,5.44868700722654
-73.9789911255406,5.43410735348026
-72.7098811884337,5.42163712465026
-71.4226989778346,5.41112296328727
-70.1180215344198,5.4023864416867
-68.7964258988653,5.39522598075127
-67.4584891118477,5.38941900196485
-66.104788214043,5.3847242724967
-64.7359002461276,5.38088440347761
-63.3524022487778,5.37762846357308
-61.9548712626697,5.37467467390478
-60.5438843284798,5.37173315584892
-59.1200184868843,5.36850870994485
-57.6838507785594,5.36470361175395
-56.2359582441815,5.36002041872471
-54.7769179244267,5.35416479070614
-53.3073068599716,5.3468483355378
-51.827702091492,5.33779150003338
-50.3386806596646,5.32672653564561
-48.8408196051655,5.31340057719337
-47.334695968671,5.29757888234563
-45.8208867908574,5.27904828921895
-44.2999680369709,5.25763021875701
-42.7724968520531,5.2333378318015
-41.2390143572116,5.20635534879755
-39.7000611619167,5.17690310919465
-38.1561778756397,5.14523055748472
-36.607905107851,5.11161380303439
-35.0557834680217,5.07635330174084
-33.5003535656226,5.03977159608299
-31.9421560101243,5.00221105073226
-30.3817314109979,4.96403152191909
-28.8196203777142,4.92560790060802
-27.2563635197438,4.88732747270622
-25.6925014465577,4.84958704458844
-24.1285747676267,4.81278978977505
-22.5651240924216,4.77734178323384
-21.0026900304133,4.74364820396551
-19.4418131910725,4.71210920453476
-17.8830341838701,4.68311546793792
-16.3268936182769,4.65704349710943
-14.7739321037637,4.634250709358
-13.2246902498014,4.61507043538973
-11.6797086658607,4.59980694807248
-10.1395279614127,4.58873066709252
-8.60468874592782,4.58207369941901
-7.07573162887713,4.58002587957034
-5.55319721973152,4.58273146632164
-4.03762612796161,4.59028663305322
-2.52955896303842,4.60273785812509
-1.02953633443257,4.62008128160068
0.461901148384982,4.64226304868864
1.94421287594335,4.66918061258689
3.4168582387719,4.70068492438177
4.87929662739961,4.73658339926071
6.33098743235584,4.77664351958146
7.77139004416969,4.82059691805134
9.19996385337021,4.8681437787483
10.6161682504868,4.91895739902293
12.0194626260484,4.97268876954362
13.4093063705844,5.02897105039906
14.785158874624,5.08742384559976
16.146479528696,5.14765720405018
17.4927277233301,5.20927530003885
18.823362849055,5.27187976900491
20.1378442964002,5.33507269383729
21.4356314558948,5.39845925281167
22.7161837180678,5.46165005244704
23.9789604734487,5.52426317733982
25.2234211125664,5.58592599486773
26.4490250259501,5.64627675609649
27.6552316041292,5.70496603583435
28.8415002376326,5.76165805509907
30.0072903169897,5.81603192876098
31.1520612327295,5.86778288020517
32.2752723753812,5.91662346383766
33.3763831354741,5.96228483539554
34.4548529035373,6.0045181094966
35.5101410701,6.04309584381025
36.5417070256913,6.07781368973254
37.54902867095,6.10850016361453
38.5319712434152,6.13517540511267
39.4907671161884,6.15803925554413
40.4256631285786,6.17731678363156
41.3369061198947,6.19324953474713
42.2247429294459,6.20609321468234
43.0894203965412,6.2161155488963
43.9311853604894,6.22359427206251
44.7502846605999,6.22881520945424
45.5469651361815,6.23207041769735
46.3214736265433,6.23365635788488
47.0740569709943,6.23387207917015
47.8049620088435,6.23301739587848
48.5144355794001,6.23139104601514
49.2027245219729,6.22928882387146
49.8700756758711,6.22700168427947
50.5167358804037,6.22481382093186
51.1429519748796,6.22300072602175
51.748970798608,6.22182724317821
52.3350391908979,6.22154563015263
52.9014039910582,6.22239365179094
53.4483120383982,6.22459272732973
53.9760101722266,6.22834615879142
54.4847452318527,6.23383746904832
54.9747640565854,6.2412288788196
55.4463134857337,6.25065995135142
55.8996403586068,6.26224643175224
56.3349915145136,6.27607930493458
56.7526137927631,6.29222409194431
57.1527540326644,6.31072039931293
57.5356590735265,6.33158173018655
57.9015757546585,6.35479555966041
58.2507509153693,6.38032367030455
58.5834313949681,6.40810273763344
58.8998640327638,6.43804514956291
59.2002956680655,6.47004003897996
59.4849731401822,6.50395450463348
59.7541432884229,6.5396349927723
60.0080529520967,6.57690881037115
60.2469489705126,6.61558574037722
60.4710781829797,6.65545973010163
60.6806874288068,6.69631062553609
60.8760235473033,6.73790592682815
61.0573333777779,6.78000254321066
61.2248637595398,6.8223485291625
61.378861531898,6.86468478729734
61.5195735341615,6.90674672727701
61.6472466056394,6.94826587379233
61.7621275856406,6.98897142024776
61.8644633134743,7.02859172815575
61.9545006284494,7.06685577535445
62.032486369875,7.10349455899556
62.0986673770602,7.138242461818
62.1532904893138,7.17083859255836
62.1966025459451,7.20102811349291
62.2288503862629,7.22856357011427
62.2502808495764,7.25320623987793
62.2611407751946,7.27472751887677
62.2616757776031,7.29291529794811
62.2521003866919,7.30769631738217
62.2325963373505,7.31914649423051
62.2033437972564,7.32736510355716
62.164522934087,7.33246674708631
62.1163139155198,7.33457975580111
62.0588969092323,7.33384472982084
61.9924520829018,7.33041319419187
61.9171596042059,7.32444635134832
61.833199640822,7.31611391293703
61.7407523604276,7.30559299547742
61.6399979307001,7.29306706596188
61.531116519317,7.27872492502356
61.4142882939557,7.26275971673201
61.2896934222937,7.24536795545147
61.1575120720085,7.22674856153644
61.0179244107775,7.20710189896823
60.8711106062781,7.18662880937528
60.7172508261879,7.16552963824462
60.5565252381843,7.14400325053298
60.3891140099447,7.12224603433
60.2151973091466,7.10045089270934
60.0349553034676,7.07880622541975
59.8485681605848,7.05749490359815
59.656216048176,7.03669324220846
59.4580791339185,7.01656997638868
59.2543375854898,6.99728524928773
59.0451715705673,6.97898962024656
58.8307612568286,6.96182310327825
58.611286811951,6.94591424668
58.386928403612,6.93137926521847
58.157866199489,6.91832123662872
57.9242803672597,6.90682937412138
57.6863510746013,6.89697838618309
57.4442584891913,6.88882793417479
57.1981827787073,6.88242219709097
56.9483041108266,6.87778955136902
56.6948026532268,6.87494237187574
56.4378585735852,6.87387695820867
56.1776520395793,6.87457358830639
55.9143632188866,6.87699669914698
55.6481722791846,6.88109519211395
55.3792593881507,6.88680285851012
55.1078047134624,6.89403891878298
54.8339884227971,6.90270866736044
54.5579906838322,6.91270421364031
54.2799916642453,6.92390530867088
54.0001715317138,6.93618024642789
53.7187104539152,6.94938682833922
53.4357885985268,6.96337337982408
53.1515861332262,6.97797980807283
52.8662832256908,6.99303869106224
52.5800600435981,7.00837638883499
52.2930967546256,7.02381416932419
52.0055735264506,7.0391693424252
51.7176705267507,7.05425639755991
51.4295679232033,7.06888814160163
51.1414458834859,7.08287683569276
50.853482372473,7.09603691823571
50.5657863654754,7.10823556816869
50.2783858091585,7.1194081975844
49.9913040200237,7.12950573367064
49.7045643145723,7.13849039918533
49.4181900093056,7.14633479669293
49.1322044207249,7.15302104356152
48.8466308653317,7.15853995578474
48.5614926596271,7.162890278331
48.2768131201127,7.1660779594924
47.9926155632896,7.16811546658108
47.7089233056592,7.16902114027968
47.4257596637229,7.16881858497586
47.143147953982,7.16753609248449
46.8611114929379,7.16520609667233
46.5796735970918,7.16186465663892
46.2988575829451,7.15755096626673
46.0186867669991,7.15230688812649
45.7391844657552,7.14617650990526
45.4603739957147,7.13920572171149
45.1822786733789,7.1314418127998
44.9049218152492,7.12293308644567
44.6283267378269,7.1137284918856
44.3525167576134,7.10387727241842
44.0775151911099,7.09342862893881
43.8033453548178,7.08243139834166
43.5300305652385,7.07093374639608
43.2575941388733,7.05898287483867
42.9860593922234,7.04662474257682
42.7154496417903,7.03390380102331
42.4457882040753,7.02086274370221
42.1770983955797,7.00754227037307
41.9094035328048,6.99398086601393
41.642726932252,6.98021459508483
41.3770919104227,6.96627691155973
41.1125217838181,6.95219848526805
40.8490398689395,6.93800704512573
40.5866694822884,6.92372723986043
40.3254339403661,6.90938051684686
40.0653565596738,6.89498501966665
39.806460656713,6.88055550499312
39.5487695479849,6.86610327937645
39.2923065499908,6.85163615647009
39.0370949792323,6.83715843519661
38.7831581522104,6.82267089930188
38.5305193854267,6.80817083869339
38.2792019953824,6.79365209290244
38.0292292985789,6.77910511695529
37.7806246115174,6.7645170698845
37.5334112506994,6.74987192606456
37.2876125326262,6.73515060951459
37.043251773799,6.72033115127999
36.8003522907194,6.70538886998591
36.5589373998884,6.69029657564963
36.3190304178075,6.67502479685001
36.0806546609782,6.65954203137976
35.8438334459015,6.64381502055356
35.608590089079,6.62780904741194
35.374947585256,6.61148850041022
35.1429162227342,6.59482698742766
34.9124896681173,6.57781295054823
34.6836604654501,6.56043918405217
34.4564211587775,6.54270180722267
34.2307642921444,6.52460004447773
34.0066824095956,6.50613601183594
33.7841680551761,6.48731450960124
33.5632137729307,6.46814282111443
33.3438121069042,6.4486305173921
33.1259556011416,6.42878926745508
32.9096367996878,6.40863265413817
32.6948482465876,6.38817599516856
32.4815824858858,6.36743616930324
32.2698320616274,6.34643144732229
32.0595895178572,6.32518132768777
31.8508473986201,6.30370637669323
31.643598247961,6.28202807294874
31.4378346099248,6.26016865606835
31.2335490285562,6.23815097945173
31.0307340479003,6.21599836707863
30.8293822120019,6.19373447426277
30.6294860649058,6.17138315234198
30.4310381506569,6.14896831731094
30.2340310133001,6.12651382243468
30.0384571968803,6.10404333491098
29.8443092454423,6.0815802166813
29.6515797030311,6.0591474095194
29.4602611136914,6.03676732455615
29.2703460214682,6.01446173642674
29.0818269704064,5.9922516822527
28.8946965045507,5.97015736569537
28.7089471679462,5.94819806633925
28.5245715046376,5.9263920546833
28.3415620586699,5.90475651303479
28.1599113740878,5.8833074626139
27.9796119949364,5.8620596971878
27.8006564652604,5.84102672356014
27.6230373291048,5.82022070924568
27.4467471305144,5.7996524376602
27.271778413534,5.77933127115288
27.0981237222087,5.75926512220231
26.9257756005831,5.73946043308808
26.7547265927023,5.71992216433769
26.584969242611,5.70065379223433
26.4164960943542,5.68165731565412
26.2492996919768,5.6629332724831
26.0833725795235,5.64448076584478
25.9187073010393,5.62629750034826
25.7552964005691,5.60837982854677
25.5931324221577,5.59072280777578
25.43220790985,5.57332026752069
25.2725154076909,5.55616488744611
25.1140474597253,5.53924828620258
24.9567966099979,5.52256112111341
24.8007554025538,5.50609319883311
24.6459163814377,5.48983359706211
24.4922720906946,5.47377079739799
24.3398150963899,5.4578928755986
24.1885390912409,5.44219014933828
24.0384394107277,5.42665732720256
23.8895115201977,5.41129081495842
23.7417508849982,5.39608835982176
23.5951529704767,5.38104894845777
23.4497132419805,5.36617270633231
23.3054271648571,5.35146079851424
23.1622902044537,5.33691533202062
23.0202978261178,5.32253925979117
22.8794454951968,5.30833628637411
22.7397286770381,5.29431077540425
22.601142836989,5.28046765895328
22.4636834403969,5.26681234883352
22.3273459526092,5.25335064993839
22.1921258389734,5.24008867570607
22.0580185648367,5.22703276579619
21.9250195955466,5.21418940607414
21.7931243964504,5.20156515100163
21.6623284328955,5.18916654853702
21.5326271702294,5.17700006765331
21.4040160737993,5.1650720285859
21.2764906089528,5.15338853592622
21.1500462410371,5.14195541468015
21.0246784353996,5.13077814941309
20.9003826573878,5.11986182660469
20.777154372349,5.10921108033751
20.6549890456307,5.09883004144293
20.5338821425801,5.08872229022677
20.4138291285446,5.0788908128941
20.2948254688718,5.06933796178947
20.1768666289089,5.06006541956358
20.0599480740033,5.05107416737174
19.9440652695024,5.04236445720254
19.8292136807536,5.03393578842709
19.7153887731043,5.0257868886505
19.6025860119019,5.01791569893757
19.4908008624937,5.01031936347481
19.3800287902271,5.00299422371977
19.2702652604496,4.99593581707823
19.1615057385084,4.98913888013825
19.053745689751,4.98259735647934
18.9469805795249,4.97630440906403
18.8412058731772,4.97025243720875
18.7364170360555,4.96443309812116
18.6326095335071,4.95883733298186
18.5297788308795,4.95345539754058
18.4279203935199,4.94827689718951
18.3270296867758,4.94329082647102
18.2271021759945,4.93848561297228
18.1281333265235,4.93384916555634
18.0301186037101,4.92936892687773
17.9330534729017,4.92503193013071
17.8369333994458,4.92082485997982
17.7417538486896,4.91673411762581
17.6475102859806,4.91274588996491
17.5541981766661,4.90884622280546
17.4618129860935,4.90502109811423
17.3703501764151,4.90125655634281
17.2798049904866,4.89754162762051
17.1901723143683,4.89387055916613
17.1014470013662,4.8902388562872
17.0136239047861,4.88664280691564
16.9266978779341,4.88307941829275
16.8406637741161,4.87954635533407
16.755516446638,4.87604188070708
16.6712507488057,4.87256479664925
16.5878615339252,4.86911438855007
16.5053436553024,4.86569037031726
16.4236919662433,4.86229283154504
16.3429013200539,4.85892218650038
16.2629665700399,4.85557912494193
16.1838825695075,4.85226456478549
16.1056441717625,4.84897960662941
16.0282462301109,4.84572549015299
15.9516835978586,4.84250355240134
15.8759511283115,4.8393151879699
15.8010436747757,4.83616181110233
15.7269560905569,4.83304481971573
15.6536832289613,4.82996556136749
15.5812199432947,4.82692530117814
15.509561086863,4.82392519172495
15.4387015129722,4.82096624492097
15.3686360749283,4.81804930589409
15.2993596260371,4.81517502888072
15.2308670196047,4.81234385514806
15.1631531089369,4.80955599295869
15.0962127473397,4.80681139959039
15.0300407881191,4.80410976542347
14.9646320845809,4.80145050010689
14.8999814900312,4.79883272081346
14.8360838577758,4.79625524259332
14.7729340411208,4.79371657083365
14.710526893372,4.79121489583144
14.6488572678353,4.78874808948474
14.5879200178168,4.78631370410663
14.5277099966224,4.78390897336494
14.4682220575579,4.78153081534956
14.4094510539294,4.77917583776803
14.3513918390428,4.77684034526938
14.294039266204,4.77452034889504
14.237388188719,4.77221157765544
14.1814334598937,4.76990949223018
14.1261699330341,4.76760930078968
14.071592461446,4.76530597693619
14.0176958984355,4.76299427976257
13.9644750973084,4.76066877602773
13.9119249113708,4.75832386444868
13.8600401939285,4.75595380211055
13.8088157982874,4.75355273299724
13.7582465777537,4.75111471864779
13.7083273856331,4.74863377094518
13.6590530752316,4.7461038870476
13.6104184998551,4.74351908647428
13.5624185128097,4.7408734503619
13.5150479674012,4.73816116291039
13.4683017144703,4.73537657980404
13.4221743672594,4.73251666318822
13.3766601070645,4.7295831378284
13.3317530694371,4.72657870204458
13.2874473899291,4.72350653486655
13.2437372040922,4.72037025825048
13.200616647478,4.71717390046233
13.1580798556384,4.71392186061158
13.116120964125,4.71061887431901
13.0747341084895,4.70726998050372
13.0339134242839,4.70388048927555
12.9936530470596,4.70045595092074
12.9539471123685,4.69700212597021
12.9147897557624,4.69352495634145
12.8761751127929,4.69003053754709
12.8380973190117,4.68652509196485
12.8005505099707,4.68301494316567
12.7635288212215,4.67950649129846
12.7270263883158,4.67600618953213
12.6910373468055,4.67252052155698
12.6555558322422,4.66905598014966
12.6205759801776,4.66561904680725
12.5860919261635,4.66221617245789
12.5520978057517,4.65885375925652
12.5185877544938,4.65553814347587
12.4855559079416,4.65227557950388
12.4529964016468,4.64907222495984
12.4209033711611,4.64593412694227
12.3892709520364,4.64286720942256
12.3580932798242,4.63987726179861
12.3273644900764,4.6369699286232
12.2970787183446,4.63415070052231
12.2672301001806,4.63142490631803
12.2378127711362,4.62879770637132
12.2088208667631,4.62627408715881
12.1802485226129,4.62385885709814
12.1520898742375,4.621556643635
12.1243390571885,4.61937189160492
12.0969902070177,4.61730886288139
12.0700374592769,4.61537163732136
12.0434749495176,4.61356411501765
12.0172968132918,4.6118900198667
11.9914971861511,4.61035290445871
11.9660702036472,4.60895615629591
11.9410100013319,4.60770300534277
11.9163107147569,4.60659653291084
